overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
5.0,,1,"I'm a software engineer, so I'm on the keyboard a lot.  With all the typing I was finding my forearms were getting tight and the backs of my hands were ""burning""  I've gone through several other ergonomic keyboards, but this is by far my favorite.  There are a number of extra keys for ease of browsing / multi-media, but I rarely use any of them.  My rating is on pure comfort.  If this is your first split / ergonomic keyboard it will take some getting used to, but its worth it.",My main keyboard,2013-05-14,0.4875899851322174,0.03674999997019768,0.39768001437187195,0.04546000063419342,0.032519999891519547,0,0.0,0.9217,89,1,-1.95,2778,0,0,0.0
4.0,,1,I have been using a split keyboard for the last fifteen years and my last one was fried by a lightening strike. Replaced with the newest model Microsoft model and have found that they have added several features that make working with Windows 8 quicker. The only problem I have found is the seven key sticks at times - which is the reason for four stars.,Ok,2013-05-11,0.48583999276161194,0.036990001797676086,0.40213000774383545,0.04575999826192856,0.029279999434947968,0,0.0,-0.4939,65,3,74.83,2775,0,0,0.0
2.0,3.0,1,"I had been searching for a reasonably priced keyboard with a wrist support and a volume button for a while.  I settled on this model, thinking it would fit the bill for my home office.  When I got the unit, I was immediately surprised and dismayed, because I could not tell from the picture that the keyboard is wavy on the vertical axis.  I know it is described as an ergonomic keyboard, so that is partially my fault, but it has wrist support, and the keys appear to be arced on the horizontal axis, so I thought that was where the ergonomics started and stopped.  Not so.  The keyboard has a VERY prominent hump where the home row keys are split, and the space bar falls on this split.  I'm sure there are many people who can take to this type of layout right away and wonder what their hands have been missing their whole lives, but not I.  In addition to the hump making it feel very awkward like I had never typed before, but also the spaebar is centered squarely on the hump, with only one point of actuation on the hump, so if you don't take extra care to press down deliberately hard, close to the center, the spacebar won't register a keystroke.  If I had to write this review with that keyboard, it would have taken me 20 minutes because I would have to backspace and then peck at the spacebar with my index finger, novice typist style, to make sure it registers a keystroke.  The combination of the hump and the difficult to press spacebar made me decide within about 3 minutes that I couldn't keep the keyboard.  For those of you that like this thing, more power to you, but as a touch typist, even without the hump, the spacebar is disruptive enough to take me back to about 20 wpm with constant corrections, if even that.",Difficult to type with,2013-05-10,0.48590001463890076,0.042750000953674316,0.39594998955726624,0.04732999950647354,0.02806999906897545,0,0.0,0.6996,323,1,-231.0,2774,0,0,3.0
5.0,,1,"I think I have been through about four split keyboards that were supposed to be so ergonomically wonderful.  Finally one that makes sense and helps keep my arms, hands and fingers at a most comfortable angle.  It looks funny with the wrist riser under the padded keyboard - but it works and is easily removable if I want to change the height of the padded wrist rest - all around a solid investment for an aging geek.",finally a split keyboard at thr right angle to work with my desk chair arms and make life so much more comfortable.,2013-05-10,0.4917699992656708,0.03652000054717064,0.3951199948787689,0.04769999906420708,0.02889999933540821,0,0.0,0.8685,75,1,12.27,2774,0,1,0.0
2.0,,1,"My 16 yr old son bought this for his  gaming, etc and didn't even have it 24 hours before he felt how hard it was to get used to.  Might be perfectly fine for some, just wasn't the thing for my kid.",difficult,2013-05-10,0.4838699996471405,0.037220001220703125,0.39959999918937683,0.04984999820590019,0.0294599998742342,0,0.0,0.6808,42,1,62.69,2774,0,0,0.0
3.0,,0,"Aside from my general dislike of soft-touch keys - they don't respond as quickly as I type - I find the wrist rest too big and space-wasting.  A 50% reduction would still be effective and reduce bulk.  I have to hold my arms slightly extended to reach past the big ol' rubber part, and after a days' work, I have aching shoulders and neck. My cheapo work desk has a not-very-deep keyboard tray, and  the function keys sit under the edge of the desk - something to keep in mind if you have a cheapo desk.  It does, however, work as expected, and so far has lasted a couple of years.",Wrist rest overkill,2013-05-08,0.48736000061035156,0.03864999860525131,0.3895600140094757,0.05392000079154968,0.030500000342726707,0,0.0,-0.4336,108,2,42.05,2772,0,1,0.0
5.0,,1,"I love these keyboards. They're good and solid, and I can type like a demon on them - very fast.  Can't type on a regular keyboard anymore.  They can be a little clumsy to handle and do occasionally fall on the floor given their awkward shape, but they survive drops pretty well.  Don't survive coffee spills though....",Can't type on a regular keyboard anymore,2013-05-07,0.4855400025844574,0.04029000177979469,0.3966200053691864,0.04842999950051308,0.0291300006210804,0,0.0,0.9052,56,2,59.98,2771,0,1,0.0
4.0,,1,Of course it takes a little while to get used to it and not hit the wrong key or even an extra one. But after a couple of days I'm doing pretty good. It is very comfortable and I still have to learn what all the keys are. I am already liking the calculator button to bring up the calc as I do use that once in a while. I don't know if I'll use all the features but it seems to have a lot. It came with a plastic piece that raised it off the desk but I easily removed it. Overall it seems to have a few options on how to use it and for the price I think it was a very good deal.,Very comfortable,2013-05-06,0.48862001299858093,0.03627999871969223,0.3965100049972534,0.04487999901175499,0.033720001578330994,0,0.0,0.9784,127,7,86.94,2770,0,1,0.0
5.0,,1,"Same as the one I've had at work for a while.  Takes a little bit to ""break in"" (mostly the spacebar) but it's a good keyboard.  If you like the curved style keyboards, this one can't be beat.  Soft textures, nice features, simple setup.",A good keyboard,2013-05-03,0.4950299859046936,0.036979999393224716,0.39298000931739807,0.045740000903606415,0.029270000755786896,0,0.0,0.8957,44,1,52.2,2767,0,0,0.0
5.0,,1,"I've had several ergonomic keyboards.  This is by far the best I've had.  Lots of extra features:  love the zoom switch in the middle, programming the user defined keys is easy, wrist rest is soft with good tactile feel, extra adjustment for angle of use.

The only small annoyance is the space bar:  I use only my right thumb, and must keep my thumb off the end of the space bar and closer toward the center to keep it working smoothly without stopping.

The key board is reasonably quiet, too.  Over all, I would buy it again.",Great ergonomic keyboard,2013-04-30,0.4807099997997284,0.03821999952197075,0.40571001172065735,0.04481999948620796,0.030549999326467514,0,0.0,0.9238,97,1,-10.07,2764,0,1,0.0
5.0,,1,I'm typing on it now. Excellent once you get used to it. Really curvy but comfortable. It came with a big piece I think meant to hold it up even higher but I never figured it out and like it without it just as much. Still looks new even after 3 months.,Great Keyboard,2013-04-29,0.47734999656677246,0.037039998918771744,0.4072900116443634,0.04901999980211258,0.02930999919772148,0,0.0,0.8872,52,5,94.76,2763,0,1,0.0
2.0,,1,"Unfortunately, I wouldn't recommend purchasing this for daily use (if at all).

I got this for my boyfriend because he loves the ergonomic style keyboards, but the B key has since stopped working, a couple of other keys are sticking (and he uses it only at work, 8 hours a day but never anything sticky around it.

It's simply poor quality, which is a shame, because I have to spend more money on a decent keyboard now... Get what you pay for, I suppose.",Lasted a little over a month...,2013-04-26,0.47633999586105347,0.03960999846458435,0.4045200049877167,0.04774000123143196,0.03178999945521355,0,0.0,-0.9033,84,2,54.23,2760,0,1,0.0
3.0,,1,"The positioning of my hands feels very nice after coming from a ""regular"" keyboard.  The ""natural"" angles/split keyboard is a nice improvement, and I'm sure my wrists will thank me for it over the long haul.

However, I am continually surprised by how loud and resistent some of the keys are.  Most notably is the space bar.  As at least one other reviewer pointed out, it is rather difficult to press on the far edges, which is where my thumb rests.  As you move closer to the middle of the key, it responds as you would expect, but it would really be nice if this feel was consistent throughout the key.  My hope is that this key will get worn in (like a pair of shoes?), but I'm not sure that is how keyboards work.  At the very least, I think I am already becoming accustom to the amount of force that is needed, although this isn't ideal.

The noise is still a bit of an annoyance, as I generally prefer a smooth/quiet feel.  Of course, I did this to myself by not trying this keyboard out at a store first.  My recommendation would be to learn from my mistake and make sure it feels good to you before picking it up.",Will take some getting used to,2013-04-25,0.4872399866580963,0.035750001668930054,0.3930499851703644,0.05254000052809715,0.03141000121831894,0,0.0,0.9085,212,1,-118.33,2759,0,1,0.0
5.0,,1,"I do love my new keyboard, however, I am still adjusting to it.  There seems to be a bit more space to reach the ""6"" key than from the earlier model.  Also, my pull-out tray at my desk has a built in wrist rest and I have to actually put the keyboard on top of it.  This makes it a bit more awkward, but I am still happy with the keyboard.",Ergonomic is the best when using the keyboard for any length of time,2013-04-24,0.4945000112056732,0.0369499996304512,0.39361000061035156,0.04569999873638153,0.029239999130368233,0,0.0,0.831,71,1,24.79,2758,0,1,0.0
2.0,2.0,1,"Ive been using an old microsft natural for as long as I owned a keyboard. After finally breaking, I was forced to buy the new one since the old ones are being sold for 100 dollars on some sites...
First off, the angle of the keys are odd, I have let my friends and family use my new keyboard and they would immediately start mistyping, and personally, my words per seconds plummeted at first. I eventually got used to it, but even with the odd key lay out, and the over sized N key, the buttons are very strange. They are a combination of two soft/loose and to firm at the same time. First time I pressed the space key my thumb merely bounced off the key, and when I would hit it successfully, it would sometimes make a strange grinding sound. VERY unimpressed with the quality, the keys will break and fall out of this keyboard eventually I have no doubt. Comparing it to the old microsoft natural, the keys move and can be rotated within the keyboard where the older version, they only move straight up and down. This keyboard was not meant to last. If the price of the original was anywhere NEAR the ergonomic 4000, you should buy the older version. Sadly because of insane pricing... 30 dollars compared to 100... yes it DOES pass as a keyboard, and it is ergonomic...

Bottom line if you can get the original Mircosoft Natural Ergonomic keyboard, get it... no software, thicker plastic... all around better save some gimmick short cut keys.",Did not live up to its predoscesor... quality is not there.,2013-04-23,0.4867999851703644,0.04441000148653984,0.39309999346733093,0.0459199994802475,0.029769999906420708,0,1.0,0.0726,263,11,72.6,2757,0,1,2.0
5.0,,1,"I do transcription and I would be lost without this keyboard.  The design of it is the most comfortable and natural I've ever used, which allows me to get great speed and accuracy.  It takes some getting used to, but once you are used to it you will never go back to a flat keyboard.","For heavy typers, this is a must!",2013-04-22,0.48464998602867126,0.03719000145792961,0.40272000432014465,0.04600999876856804,0.029440000653266907,0,1.0,0.6222,55,1,41.03,2756,0,1,0.0
5.0,,1,Love the keyboard once I got used to it. The divided keyboard took some getting used to but now I love it.,Great keyboard.,2013-04-20,0.49432000517845154,0.03773999959230423,0.391400009393692,0.04667999967932701,0.02986999973654747,0,0.0,0.8555,22,2,94.15,2754,0,1,0.0
5.0,,1,This is the 2nd one of these that I have owned.  I find it to be very comfortable to type on.  Friends have said it takes them a while to get used to it.  After that initial period they also say it is very comfortable to use.,Favorite Keyboard,2013-04-20,0.4905399978160858,0.03731999918818474,0.3916099965572357,0.05099000036716461,0.02954000048339367,0,0.0,0.883,47,1,49.15,2754,0,1,0.0
4.0,2.0,0,"I tried lots of eco keyboards. This is the best one for me. I used 2 for last 5 years. I am happy about it, only one thing need to be improved : The space bar. It is too heavy to push. If they split the space bar to 2 buttons, this keyboard will be perfect. If the space bar is fixed, I promise I will use it for ever and never look at other keyboard. MS please fix it.","Fix the ""Sapce bar"", I will marry it.",2013-04-12,0.4775699973106384,0.03686000034213066,0.40432998538017273,0.04904999956488609,0.03220000118017197,0,0.0,0.9601,79,8,95.27,2746,0,1,2.0
5.0,,1,"Very nice and comfortable  keyboard with handy shortcuts keys. But due to the gap in the middle, this thing sucks for gaming. I have to remap all of the keys (mainly the map key) ti the left side of the keyboard because I can't reach it.",Not for gaming,2013-04-10,0.4897899925708771,0.03711000084877014,0.39353999495506287,0.045910000801086426,0.03365999832749367,0,0.0,-0.0084,46,3,89.79,2744,0,1,0.0
5.0,,1,This is probably the 5th keyboard I've owned in the past 10 years.  I keep buying them because they work so good.  I have major tendinitis issues so this eases the pain big time.  I just don't use the bottom piece because I like it flat.  The only thing they could probably add to this would be a usb hub like the older white version of this.,Awesome if you have issues with your wrists,2013-04-09,0.48458001017570496,0.03677000105381012,0.40064001083374023,0.04548000171780586,0.032519999891519547,0,0.0,0.8133,67,1,28.85,2743,0,1,0.0
4.0,,1,"I have been an avid MS Natural KB user for many years.  For comfort, you cannot beat it.  They also have gone back to the standard Page Up/Page Down  layout which I love.  This is the 3rd one of these KBs that I have purchased.  If you are concerned about how it feels/functions, don't be.  You will love it.

My only complaint with the product is this.  It only seems to last about 1 year before it goes out.  My wife and I are both gamers and we use our PCs every day.  In addition, I am a website developer so I use my keyboard a lot more than she does.  We have to replace these KB about once per year.  I believe that MS should take a look at the quality of plastic they are using to build them.  I don't mind paying $50 for a KB if it will last.",One of the best KB out there,2013-04-09,0.49546000361442566,0.039090000092983246,0.3914400041103363,0.04512999951839447,0.028880000114440918,0,0.0,0.9246,152,1,-57.43,2743,0,0,0.0
4.0,2.0,1,"I have a small collection of Microsoft Natural Keyboard Elites that I have had since, well Windows 95... I have kept them going through the use of usb to ps2 adapters, but one by one these boards are dying... I was saddened to see that Microsoft had stopped production of the USB version of these boards.

The closest thing I could find to those is this board, complete with the raised front wierdness, and some actually pretty nice adjustability.

I purchased a pair of these for now. Will likely buy more as the need arises. Below is the overview of what I found to be the good and the bad about them.  The first board replaced my Natural Keyboard Elite that had the 10 key portion fail on it at home. The other replaced the Adesso TruForm that was given to me by my company as an ergo board when my first Natural Elite outright died. It just wouldn't come up at all...

The good.
- Key layout similar to the Natural Elite. Hand and wrist position more or less unchanged.
- Not white. I liked my Natural, and wanted a black one when everything changed from white to black. This board is actually fairly attractive.
- Angle adjustment options. The riser on the front is removeable, there are feet under the back, so you can raise the entire thing, raise just the front, just the back, or set it level. Depending on how my hands / arms feel on a given day, I keep mine either level, or rear raised.
- Overall good tactile feel to the keys. A little softer than the Natural, a LOT softer than the Addesso.
- None of the keys stick. The left shift key on the Addesso sticks, ALL the time, that can be a problem when coding, or typing up long documents.
- Gel cushioned wrist rests.
- The standard keys / buttons at least, work with a KVM switch no problem.

The bad.
- First and foremost, it's not a black version of the Natural Keyboard Elite. For better or worse that board is gone. I loved my Elites, and would happily have gotten new ones.
- The space bar on the right side takes more pressure than any other key to actuate on one of the boards. It is loosening up as I use it, but it does slow my typing down a bit.

The weird.
- Front riser block thing a ma jig. I am not sure how that could be comfortable to use. I took them off of both boards and set them aside. Seems like a HUGE waste of plastic to me.
- No included driver software, but the extended functions like the Zoom slider don't work on Windows XP without an added driver. Haven't tried it on Windows 7 or Linux yet. Some of the buttons work, some don't. The little flyer in the box does a LOUSY job of explaining it.

Summary.
- Contstruction quality slightly below the older boards, but still far above the competing current boards.
- Good feel when typing.
- Sticky / too much pressure space bar out of the box is annoying. But seems to wear in fairly quickly.

I have a need for 2 other keyboards, 1 for another desktop and 1 for a laptop docking station at home. I will be buying these boards again for those applications. If it weren't for the sticky spacebar, and missing driver CD I would have given this board 5 stars.

***UPDATE 8/6/2013***
After less than 4 months of use, the one of these I took to work (I bought two, one for home, one for the office), the letter printing on my E key is almost completely gone, and the other keys are rapidly wearing. That really is the only sign of wear. You would think Microsoft would have used something more wear resistant to make the letters on these keyboards. Oh well it still works great!",Not a Natural Keyboard Elite by any means. But much better than the Adesso.,2013-04-09,0.4872100055217743,0.03638000041246414,0.40059998631477356,0.045899998396635056,0.029920000582933426,0,0.0,0.9677,649,29,74.12,2743,0,1,2.0
3.0,,1,"The space bar makes the most horrendous clack. Rather irritating but overall a good product, makes typing easy and cushioned wrist pad is wonderful, with the adjustable feet (could do with maybe one more position) and the elevator for the cushioned wrist pad, it should be easy to find a comfortable typing position.

The noise the keys make - ok the space bar that is entirely another story.",Ergonomic but noisy,2013-04-07,0.496289998292923,0.03680000081658363,0.3922500014305115,0.04552000015974045,0.0291300006210804,0,0.0,0.9694,67,2,54.39,2741,0,1,0.0
2.0,,1,"Firstly, this keyboard gets a couple starts right off for being comfortable.

However, this is definitely not for easy, quick, typing. If you have huge, powerful, ape-like hands then maybe this is ok.
Also there is half a dozen programmable buttons but no sleep button and in Windows 7 I can't figure out how to program sleep (not same as hibernate).
The left control key doesn't work for some reason. You have to hit the spacebar right in middle or it doesn't go down.
From being used to typing on a standard flat keyboard, its a bit hard to get used to the tgbyhn keys locations.

I hope there will be another version of this keyboard with the following fixes: easier to press keys, make the keys themselves quieter and like half as tall, split the spacebar as well and make it 10X easier to press, and a sleep button.",Some Buttons Don't Work,2013-04-06,0.4818199872970581,0.03796999901533127,0.39996999502182007,0.051649998873472214,0.028589999303221703,0,0.0,0.9595,150,6,71.48,2740,0,0,0.0
4.0,,1,"very confortable and works great, I do not feel any pain anymore in my hands since I have it.
Yet it takes some space on my desk.",love it,2013-04-06,0.4994100034236908,0.03725999966263771,0.3877499997615814,0.04608999937772751,0.029489999637007713,0,0.0,0.7784,27,2,100.07,2740,0,0,0.0
1.0,,0,"This keyboard broke within a year (x and p and several other keys just quit working).  Expectable these days from a Microsoft product.  Tried to blow out, shake out, etc to no avail.  Went into the trash.  I lost the purchase info so no way to try and get my $ back. Looking for something other than a MS product.",Breaks easily,2013-04-06,0.48625999689102173,0.0369499996304512,0.39868998527526855,0.0457100011408329,0.03238999843597412,0,0.0,-0.8481,59,2,58.45,2740,0,1,0.0
5.0,,1,I absolutely love this keyboard. I have been using them for around 5 years now and probably couldn't type on a traditional keyboard anymore.,I love this Keyboard,2013-04-06,0.487280011177063,0.03734999895095825,0.3996100127696991,0.04619999974966049,0.029559999704360962,0,0.0,0.6697,24,2,67.76,2740,0,1,0.0
5.0,,1,"...this is for you. I'm an executive assistant and keyboard 10 hours a day for over 20 years. This keyboard helps to save my arms from pain. It should be set up on a tray low as in your lap almost, not up on the desk. Use the riser it comes with.  Takes a little getting used to, but so worth it. Thanks MS for designing this. Add a marble mouse and you will have the perfect setup.",If you are a power user...,2013-04-06,0.4915100038051605,0.03903000056743622,0.38578000664711,0.0515500009059906,0.03212999925017357,0,0.0,0.9291,78,7,94.05,2740,0,1,0.0
5.0,,1,"This is a great keyboard. It takes a little to get used to using it the way it is set up, but once you get used to the way it is laid out, it is great. Easy to use and cuts down on wrist fatigue. Great product.",Excellent,2013-04-05,0.48816001415252686,0.03742000088095665,0.3923799991607666,0.0524200014770031,0.02961999922990799,0,0.0,0.9371,47,3,97.84,2739,0,1,0.0
5.0,,1,"This is my second MNEK 4000.  I accidentally broke the first one and chose to replace it with the same model as it had always done everything I wanted.

Amazon's price was excellent, and there's the free shipping that saves even more money.

And, I had the keyboard within three days of ordering.  GREAT.",Great Product and Great Service,2013-04-03,0.48440998792648315,0.03683000057935715,0.39166998863220215,0.054760001599788666,0.032329998910427094,0,0.0,0.824,54,1,33.59,2737,0,1,0.0
4.0,,0,"i wanted an ergonomic keyboard for typing those 10,000 word essays. the laptop works fine and the extra features like the zoom, back buttons, the email functions, and home browser functions are nice. however the laptop space key does need worked in at first or maybe i just used to it. i am able to type for 3 or 4 hours at a time with no pain.

i would make it wireless to improve it and maybe rework the space bar.",good for the price,2013-04-03,0.4822399914264679,0.03889999911189079,0.4028399884700775,0.047120001167058945,0.02889999933540821,0,0.0,0.5423,81,1,23.1,2737,0,1,0.0
5.0,,1,"I just picked this up this afternoon and have been very pleased with it so far. I used it to replace a Microsoft Natural Elite keyboard. The wrist/palm rests feel very nice, and I like the fact that the keys are quiet - I'm trying to train myself to take notes while on the phone using the computer instead of using a pad of paper, and I find that loud typing while I'm talking on the phone can interfere with my hearing the other person, and with their perception of my attention. The software does seem relatively Spartan but to be honest I'm not a big user of customization features, so it doesn't impact my use of the device. In the past, I haven't even bothered to install keyboard driver software. The zoom feature works nicely in Firefox, I don't use IE much.

So, for my use - standard typing for many hours/day, minimal use of special features - it's a great keyboard. I'm glad it's got the older-style cursor key/insert-delete-scroll key setup, rather than the setup used on the Natural Elite, that I never did really

Chances are pretty good I'll buy another one to use at home this weekend - I am really happy with this, enough so that I'm ready to give up the old ergo keyboard I've got at home that doesn't have the negative tilt but does have the arrow-key configuration that I prefer.

I realize that split keyboards are interesting to a minority of the population (and everyone should use what works best for them) - but if you're one of the split keyboard people, I suggest giving this one a try.",I love this keyboard!,2013-04-02,0.4919399917125702,0.03819999843835831,0.394320011138916,0.04503000155091286,0.030519999563694,0,0.0,0.9969,273,7,48.81,2736,0,1,0.0
5.0,,1,While there are debatably bigger and better ergonomic keyboards out there none of them are in the same price range as the MS 4000.,Still the best consumer grade ergo keyboard.,2013-04-01,0.48388001322746277,0.03773999959230423,0.40182000398635864,0.04668999835848808,0.02986999973654747,0,0.0,0.4404,24,1,72.5,2735,0,1,0.0
5.0,,1,"I got this keyboard for work. I was getting really bad wrist and arm pains. So I thought I would try an ergonomic keyboard. It took some time to get used to it, but now my wrists and arms aren't in pain anymore.",Best keyboard ever,2013-03-31,0.489980012178421,0.03717000037431717,0.3884100019931793,0.05500999838113785,0.029419999569654465,0,0.0,0.0661,43,4,94.35,2734,0,1,0.0
5.0,,1,"Great keyboard, I own one at home and bought this one for work, replacing some no name piece of junk.  Works as expected.",Love this Keyboard!,2013-03-31,0.47683000564575195,0.037390001118183136,0.4045799970626831,0.04625000059604645,0.034949999302625656,0,0.0,0.4404,23,1,73.51,2734,0,1,0.0
3.0,,1,"Missed the window to return due to emergency surgery and then a 30 day stint in rehab. I really can't use this - so different from a standard keyboard. I've tried off and on for a month now and have finally given up Much later than you would think and much, much more of a curve down the middle.",Never could use this,2013-03-30,0.4860199987888336,0.04131999984383583,0.39768001437187195,0.04571999981999397,0.029260000213980675,0,0.0,-0.5859,58,3,77.27,2733,0,0,0.0
5.0,,1,"First Ergo for me, and a delightful item to use.  I do a lot of typing...hours at a time...and I never get tired using this keyboard.  The palm rest is very nice.","First Ergo for me, and a delightful item to use.",2013-03-30,0.48429998755455017,0.03725999966263771,0.3977699875831604,0.051180001348257065,0.029489999637007713,0,0.0,0.8519,32,1,64.38,2733,0,1,0.0
4.0,,1,"I've used this keyboard at work and at home as a software engineer and it's great. Consequently, when my old Microsoft Natural keyboard broke, I bought this one. Unfortunately, I got 2 keyboards in a row that had a failing right Alt button, among other problems.

That being said, there's not much competition at this price and for this type of product. Just be sure to take advantage of Amazon.com's return policies right away if anything seems weird when you try to use this keyboard.

If you procrastinate too long, you'll have to get your money back from Microsoft and ship the broken keyboard to them. Microsoft pays for shipping but there's a much longer delay before you get your money back. If anyone is unfortunate enough to need to do this, then do a web search for Microsoft Supplemental and Replacement Parts to get your local contact information.

Alas, even on this working keyboard, the mute key is defective; there is a plastic bump on one of the key's sides.","Great Keyboard, Lousy Quality Assurance",2013-03-28,0.48330000042915344,0.03824999928474426,0.39792999625205994,0.051819998770952225,0.028699999675154686,0,0.0,-0.9432,171,6,59.47,2731,0,1,0.0
5.0,,1,"I've tried other ergonomic keyboards and while some have felt nice, they haven't lasted. This keyboard is built solidly and holds up over time, plus it's very comfortable.",By far my favorite keyboard,2013-03-26,0.4872699975967407,0.037060000002384186,0.3967899978160858,0.049539998173713684,0.029340000823140144,0,0.0,0.7501,28,2,82.65,2729,0,1,0.0
5.0,,1,"I needed a replacement keyboard, I use it for work and the old keyboard keys were sticking. Took it appart to clean, worked better, but eventually continued to have a problem. Purchased this one and I love it. The action is smooth and the features in this keyboard work seamlessly with my work computer. I am happy with this one.",Great keyboard.,2013-03-25,0.48236000537872314,0.03681999817490578,0.40612998604774475,0.04554999992251396,0.02913999930024147,0,1.0,0.9022,60,5,76.22,2728,0,1,0.0
3.0,,1,"This isn't much of a surprise. It's a keyboard, it's ergonomic, it's got all the bells and whistles you've come to expect from keyboards. All good news and just what you're looking for. ...Except for the idiotic space bar. Because of the shape of the keyboard and how the space bar ""bends"" around the keyboard, it's MUCH more difficult to press than it should be.

Through trial and error I found that it's much easier to push the space bar towards the center but I naturally hit it more out to the sides. Odds are you'll immediately notice it. This could have easily been solved by separating the space bar into two seperate pieces so that one went on each half of the keyboard. This was a constant annoyance to me, but if you naturally hit the space bar more towards the center already you won't even notice it. Great keyboard for that group. Much crappier for those of us that hit space on the corners.",Pretty Much what you Expect but with One Issue,2013-03-17,0.48969000577926636,0.0419900007545948,0.3870199918746948,0.049059998244047165,0.03223999962210655,0,0.0,0.846,166,9,78.18,2720,0,1,0.0
5.0,,1,"This product is great! Its not super noisy like some ergo keyboards are if you are a fast typer and also the reach is not so far that you are not comfortable when you first begin to use it. Also no challenging installation or anything like that which I have found inconsistently reliable with other keyboards, It also looks stylish, just because you need ergo does not mean that you should sacrifice looking professional. These are my findings without the stand, with the stand I found it less comfortable, very high reach and overall not pleasant. The stand is removable",ergo keyboard,2013-03-15,0.48704999685287476,0.03685000166296959,0.3950999975204468,0.049959998577833176,0.031050000339746475,0,0.0,-0.8606,100,5,68.1,2718,0,1,0.0
5.0,,1,"After I had carpal tunnel surgery, my job bought me one of these bad boys.  I makes a HUGE difference--even more than doing my exercises or wearing my braces!  I love it so much, I bought one for my home computer as well.  This was the best thing I ever did for my hands/wrists.  Highly recommend for anyone who types a lot.",great for carpal tunnel syndrome sufferers,2013-03-13,0.4852199852466583,0.0473800003528595,0.3926500082015991,0.045579999685287476,0.029160000383853912,0,0.0,0.9204,62,1,33.93,2716,0,1,0.0
5.0,,1,"As a person who works on a computer everyday,I love this keyboard. It also helps my wrists and is very comfortable.",Great Product!,2013-03-13,0.4961099922657013,0.03750000149011612,0.3903200030326843,0.046390000730752945,0.029680000618100166,0,0.0,0.8858,21,2,77.74,2716,0,1,0.0
5.0,,1,I have had one of these for at least 6 years at work and am now just buying one for the house.  I really like this model.  Helps a lot with the carpal tunnel and feels more natural.  I can type faster on this model and my fingers don't get crowded on the oem small keyboard.  I highly recommend it.,Had one for years,2013-03-12,0.48210999369621277,0.04284000024199486,0.39601999521255493,0.04980999976396561,0.02921999990940094,0,0.0,0.8744,60,1,35.96,2715,0,1,0.0
5.0,,1,"Almost 15 years ago I began having carpal tunnel pain, as I was starting to use the computer more and more. I had to wear wrist supports 24/7. Then I saw an ad for an ergonomic keyboard (made by another manufacturer). I bought one, and within a WEEK all that pain was GONE. Since then, I have used nothing but this style of keyboard. These days, I am on the computer sometimes 6 hours a day, typing. And no problems at all with my wrists or hands. These should be the standard keyboard with every desktop pc, and it would be nice if they could figure out how to incorporate this design into a notebook computer!",The keyboard that ended my carpal tunnel problems,2013-03-12,0.47999998927116394,0.040780000388622284,0.4053100049495697,0.04506999999284744,0.028839999809861183,0,0.0,-0.6696,116,8,82.14,2715,0,1,0.0
4.0,,1,"I thought people were just being too picky, so I took with a grain of salt all the reviews complaining about the space bar being hard to hit - but it's true!  easy in the center, but off to either side it stops me with normal pressure.  I have to give it extra, then its loud and it slows me down.  I'm hoping it loosens up after a while.  I may pull it off and lube it.  I'm willing to keep it and see what happens, since really nothing else out there has the features I'm after.  Had it a few weeks now.","Yep, the space bar is messed up.",2013-03-12,0.49393999576568604,0.03903000056743622,0.39278000593185425,0.04527999833226204,0.02896999940276146,0,0.0,0.8043,102,1,-6.68,2715,0,0,0.0
